price,count,add_cost,company,product
938.37,56,68.22,HomeSystems,"Smart TV 55"""
741.06,67,42.68,HomeSystems,"Smart TV 55"""
79.53,89,6.13,AudioMasters,Headphones Elite
861.94,59,103.19,ElectroTech,Smartphone X209
805.11,69,74.97,HomeSystems,"Smart TV 43"""
1271.01,38,154.64,ElectroTech,Smartphone X207
665.17,75,94.39,ElectroTech,Smartphone X200
598.79,62,52.37,OfficePlus,Mouse Wireless
115.0,83,11.81,GadgetWorld,Wireless Earbuds Air
412.7,86,27.13,GadgetWorld,Wireless Earbuds Lite
923.47,60,105.51,GadgetWorld,Wireless Earbuds Max
624.88,65,37.82,GadgetWorld,Wireless Earbuds Pro
418.0,78,16.11,GadgetWorld,Wireless Earbuds Lite
277.17,83,40.95,AudioMasters,Headphones Pro
694.0,62,29.99,ElectroTech,Smartphone X204
197.74,84,28.88,OfficePlus,Mouse Compact
235.37,88,5.02,GadgetWorld,Wireless Earbuds Air
449.64,63,19.03,HomeSystems,"Smart TV 55"""
549.45,69,35.88,OfficePlus,Mouse Gaming
130.86,83,15.31,AudioMasters,Headphones Studio
757.5,58,51.69,ElectroTech,Smartphone X202
725.77,60,52.44,ElectroTech,Smartphone X209
860.25,53,127.76,HomeSystems,"Smart TV 65"""
118.06,85,16.45,AudioMasters,Headphones Elite
379.74,92,30.08,OfficePlus,Mouse Ergo
292.31,80,33.11,HomeSystems,"Smart TV 50"""
705.98,53,30.57,ElectroTech,Smartphone X201
994.05,60,107.96,HomeSystems,"Smart TV 55"""
294.2,101,12.41,AudioMasters,Headphones Elite
457.23,76,64.82,HomeSystems,"Smart TV 43"""
613.02,67,82.96,GadgetWorld,Wireless Earbuds Air
757.09,57,86.32,GadgetWorld,Wireless Earbuds Air
69.29,82,1.73,AudioMasters,Headphones Travel
326.57,85,10.54,GadgetWorld,Wireless Earbuds Air
90.1,97,3.04,GadgetWorld,Wireless Earbuds Lite
843.33,72,50.37,ElectroTech,Smartphone X209
271.1,77,16.93,AudioMasters,Headphones Travel
191.19,85,22.04,GadgetWorld,Wireless Earbuds Air
689.14,68,50.21,HomeSystems,"Smart TV 32"""
680.5,50,19.82,OfficePlus,Mouse Compact
520.53,70,11.25,ElectroTech,Smartphone X211
934.55,30,100.78,GadgetWorld,Wireless Earbuds Air
848.4,58,75.87,OfficePlus,Mouse Wireless
122.31,87,15.26,OfficePlus,Mouse Gaming
173.05,88,25.75,AudioMasters,Headphones Studio
252.58,98,13.55,AudioMasters,Headphones Pro
272.89,96,40.61,OfficePlus,Mouse Compact
723.22,58,29.6,ElectroTech,Smartphone X214
632.04,69,58.87,GadgetWorld,Wireless Earbuds Pro
549.95,65,27.45,GadgetWorld,Wireless Earbuds Air
862.61,47,78.19,HomeSystems,"Smart TV 65"""
538.45,90,30.11,OfficePlus,Mouse Gaming
588.55,61,69.02,OfficePlus,Mouse Ergo
575.66,82,62.57,GadgetWorld,Wireless Earbuds Pro
435.52,79,47.06,GadgetWorld,Wireless Earbuds Max
92.08,100,9.22,AudioMasters,Headphones Elite
104.1,95,4.0,GadgetWorld,Wireless Earbuds Max
642.38,80,26.21,OfficePlus,Mouse Ergo
212.11,91,23.59,AudioMasters,Headphones Pro
811.54,62,19.26,ElectroTech,Smartphone X209
157.52,75,5.96,GadgetWorld,Wireless Earbuds Pro
475.18,77,36.67,GadgetWorld,Wireless Earbuds Air
494.83,70,63.79,OfficePlus,Mouse Gaming
786.1,57,94.43,ElectroTech,Smartphone X209
73.16,92,6.48,AudioMasters,Headphones Elite
139.64,84,19.63,GadgetWorld,Wireless Earbuds Lite
530.15,69,23.65,OfficePlus,Mouse Ergo
118.32,82,14.98,AudioMasters,Headphones Travel
473.34,82,54.6,GadgetWorld,Wireless Earbuds Pro
270.68,92,10.03,HomeSystems,"Smart TV 65"""
655.27,59,34.69,HomeSystems,"Smart TV 43"""
867.21,66,106.11,OfficePlus,Mouse Wireless
752.79,57,66.72,ElectroTech,Smartphone X208
520.84,74,23.64,GadgetWorld,Wireless Earbuds Lite
598.33,67,24.5,ElectroTech,Smartphone X207
573.34,61,75.16,GadgetWorld,Wireless Earbuds Lite
170.07,96,6.23,GadgetWorld,Wireless Earbuds Lite
594.57,59,77.5,HomeSystems,"Smart TV 32"""
357.09,75,21.55,HomeSystems,"Smart TV 65"""
367.76,86,44.94,AudioMasters,Headphones Travel
252.23,75,8.7,GadgetWorld,Wireless Earbuds Pro
50.08,100,4.69,OfficePlus,Mouse Wireless
952.93,46,140.25,GadgetWorld,Wireless Earbuds Pro
802.35,69,80.68,ElectroTech,Smartphone X202
151.93,90,18.18,AudioMasters,Headphones Travel
542.09,73,26.24,OfficePlus,Mouse Gaming
98.99,90,11.66,OfficePlus,Mouse Gaming
793.28,55,30.31,GadgetWorld,Wireless Earbuds Pro
433.23,98,40.15,OfficePlus,Mouse Compact
133.73,78,16.76,GadgetWorld,Wireless Earbuds Pro
291.16,93,27.53,GadgetWorld,Wireless Earbuds Lite
631.79,72,25.21,ElectroTech,Smartphone X213
668.97,84,45.34,GadgetWorld,Wireless Earbuds Lite
755.14,61,104.08,OfficePlus,Mouse Wireless
163.29,110,17.15,AudioMasters,Headphones Pro
118.11,106,9.95,HomeSystems,"Smart TV 50"""
134.9,94,11.75,AudioMasters,Headphones Pro
621.98,75,55.27,OfficePlus,Mouse Gaming
989.95,51,131.05,OfficePlus,Mouse Compact
645.81,75,41.07,OfficePlus,Mouse Compact
51.36,110,4.35,GadgetWorld,Wireless Earbuds Lite
940.12,70,116.58,ElectroTech,Smartphone X208
316.45,86,26.77,HomeSystems,"Smart TV 43"""
94.9,84,7.85,AudioMasters,Headphones Pro
724.58,70,100.12,OfficePlus,Mouse Gaming
342.38,81,33.15,AudioMasters,Headphones Pro
211.81,90,20.45,OfficePlus,Mouse Compact
85.9,85,12.88,AudioMasters,Headphones Pro
176.8,87,20.42,AudioMasters,Headphones Elite
824.52,55,44.08,GadgetWorld,Wireless Earbuds Max
178.15,86,22.73,AudioMasters,Headphones Travel
386.44,73,25.12,OfficePlus,Mouse Compact
514.25,68,24.8,HomeSystems,"Smart TV 65"""
266.72,76,28.66,AudioMasters,Headphones Travel
92.91,102,7.78,GadgetWorld,Wireless Earbuds Lite
979.92,59,30.87,GadgetWorld,Wireless Earbuds Air
503.33,75,14.75,OfficePlus,Mouse Wireless
1098.36,73,99.5,ElectroTech,Smartphone X204
1033.67,44,88.46,ElectroTech,Smartphone X204
80.75,114,10.04,AudioMasters,Headphones Elite
521.52,74,19.57,HomeSystems,"Smart TV 43"""
459.5,56,68.62,HomeSystems,"Smart TV 32"""
876.87,61,80.83,OfficePlus,Mouse Ergo
654.86,52,67.07,HomeSystems,"Smart TV 65"""
1038.75,51,73.09,ElectroTech,Smartphone X206
749.53,70,73.08,ElectroTech,Smartphone X206
643.95,63,26.19,GadgetWorld,Wireless Earbuds Lite
922.34,53,89.16,ElectroTech,Smartphone X208
689.69,54,37.24,HomeSystems,"Smart TV 55"""
422.35,74,9.93,GadgetWorld,Wireless Earbuds Air
267.12,78,12.02,AudioMasters,Headphones Travel
402.29,91,36.47,OfficePlus,Mouse Gaming
361.02,99,51.9,AudioMasters,Headphones Pro
255.69,74,32.93,OfficePlus,Mouse Gaming
602.75,63,63.64,HomeSystems,"Smart TV 43"""
710.38,81,20.43,GadgetWorld,Wireless Earbuds Max
554.08,77,33.02,HomeSystems,"Smart TV 55"""
676.49,73,67.53,HomeSystems,"Smart TV 55"""
875.74,64,52.82,HomeSystems,"Smart TV 50"""
1047.35,49,96.5,ElectroTech,Smartphone X208
683.67,61,83.75,GadgetWorld,Wireless Earbuds Lite
278.46,66,41.25,OfficePlus,Mouse Gaming
733.27,57,91.36,ElectroTech,Smartphone X213
701.16,59,50.04,OfficePlus,Mouse Compact
530.69,65,18.53,HomeSystems,"Smart TV 65"""
198.16,99,11.12,GadgetWorld,Wireless Earbuds Max
958.43,43,131.87,GadgetWorld,Wireless Earbuds Max
531.64,62,46.27,OfficePlus,Mouse Ergo
853.84,47,122.28,OfficePlus,Mouse Wireless
357.13,75,51.65,AudioMasters,Headphones Elite
512.41,74,55.71,OfficePlus,Mouse Compact
736.6,59,91.2,ElectroTech,Smartphone X208
375.28,89,42.45,AudioMasters,Headphones Travel
761.79,63,92.93,OfficePlus,Mouse Compact
335.96,92,21.45,AudioMasters,Headphones Elite
774.04,66,69.59,ElectroTech,Smartphone X212
395.19,74,18.08,AudioMasters,Headphones Elite
393.65,95,22.59,OfficePlus,Mouse Compact
811.3,66,33.99,GadgetWorld,Wireless Earbuds Max
733.62,59,40.5,OfficePlus,Mouse Wireless
952.75,58,42.44,GadgetWorld,Wireless Earbuds Pro
769.16,67,31.01,ElectroTech,Smartphone X207
677.05,54,97.77,OfficePlus,Mouse Wireless
327.24,87,22.31,AudioMasters,Headphones Studio
769.82,48,108.17,ElectroTech,Smartphone X205
52.78,93,6.22,GadgetWorld,Wireless Earbuds Pro
111.87,83,8.11,AudioMasters,Headphones Elite
380.47,83,28.01,AudioMasters,Headphones Pro
680.68,62,80.61,GadgetWorld,Wireless Earbuds Max
143.26,93,20.99,AudioMasters,Headphones Pro
500.98,85,23.02,GadgetWorld,Wireless Earbuds Lite
530.67,65,74.23,OfficePlus,Mouse Ergo
257.51,97,11.4,AudioMasters,Headphones Pro
818.51,61,25.6,OfficePlus,Mouse Wireless
131.62,97,6.41,AudioMasters,Headphones Travel
663.03,57,79.53,ElectroTech,Smartphone X212
234.45,87,13.69,AudioMasters,Headphones Travel
461.68,85,68.08,GadgetWorld,Wireless Earbuds Air
562.89,65,36.87,HomeSystems,"Smart TV 65"""
636.31,82,12.73,GadgetWorld,Wireless Earbuds Air
176.0,81,18.73,AudioMasters,Headphones Studio
93.02,105,4.14,AudioMasters,Headphones Elite
75.38,105,7.31,GadgetWorld,Wireless Earbuds Max
216.25,89,11.43,GadgetWorld,Wireless Earbuds Pro
94.12,84,7.26,AudioMasters,Headphones Travel
1090.56,33,54.16,ElectroTech,Smartphone X203
596.01,66,70.3,HomeSystems,"Smart TV 32"""
481.69,66,72.04,GadgetWorld,Wireless Earbuds Air
874.86,51,28.01,GadgetWorld,Wireless Earbuds Air
959.26,62,33.91,HomeSystems,"Smart TV 65"""
118.86,103,6.04,HomeSystems,"Smart TV 55"""
373.78,90,36.09,OfficePlus,Mouse Compact
773.76,59,37.8,ElectroTech,Smartphone X213
92.45,97,11.49,HomeSystems,"Smart TV 55"""
638.2,67,78.73,ElectroTech,Smartphone X214
758.77,53,36.58,ElectroTech,Smartphone X213
768.23,55,70.26,ElectroTech,Smartphone X200
400.66,70,34.09,HomeSystems,"Smart TV 55"""
415.58,83,23.76,ElectroTech,Smartphone X207
915.91,62,66.12,OfficePlus,Mouse Ergo
329.56,81,21.23,OfficePlus,Mouse Compact
715.83,63,37.17,OfficePlus,Mouse Wireless
519.72,86,26.26,GadgetWorld,Wireless Earbuds Max
458.61,80,67.97,OfficePlus,Mouse Gaming
908.24,53,95.07,ElectroTech,Smartphone X212
370.21,95,36.37,HomeSystems,"Smart TV 43"""
156.09,111,20.34,OfficePlus,Mouse Ergo
378.42,85,25.49,OfficePlus,Mouse Wireless
711.25,65,73.02,HomeSystems,"Smart TV 55"""
939.81,61,126.28,ElectroTech,Smartphone X207
682.02,64,20.62,GadgetWorld,Wireless Earbuds Max
46.66,103,4.75,OfficePlus,Mouse Gaming
76.43,99,3.19,AudioMasters,Headphones Elite
645.54,83,46.27,ElectroTech,Smartphone X201
259.15,101,27.61,AudioMasters,Headphones Pro
73.29,94,7.45,HomeSystems,"Smart TV 43"""
22.58,96,2.3,OfficePlus,Mouse Wireless
924.32,57,87.34,ElectroTech,Smartphone X208
786.11,48,26.63,ElectroTech,Smartphone X211
891.45,52,68.84,HomeSystems,"Smart TV 65"""
927.7,52,26.81,ElectroTech,Smartphone X209
424.36,61,41.35,GadgetWorld,Wireless Earbuds Lite
419.36,85,28.62,HomeSystems,"Smart TV 50"""
74.33,102,1.6,HomeSystems,"Smart TV 43"""
389.19,86,50.56,HomeSystems,"Smart TV 65"""
1021.98,55,72.16,ElectroTech,Smartphone X211
213.16,84,20.66,AudioMasters,Headphones Elite
634.06,64,59.81,HomeSystems,"Smart TV 55"""
336.25,80,31.09,GadgetWorld,Wireless Earbuds Lite
704.52,63,45.89,GadgetWorld,Wireless Earbuds Lite
742.46,74,17.0,OfficePlus,Mouse Wireless
860.91,66,34.69,GadgetWorld,Wireless Earbuds Air
271.23,76,26.99,OfficePlus,Mouse Gaming
587.94,81,38.19,GadgetWorld,Wireless Earbuds Air
193.71,77,18.07,OfficePlus,Mouse Wireless
76.05,82,8.87,AudioMasters,Headphones Travel
867.24,51,74.08,GadgetWorld,Wireless Earbuds Max
796.09,55,45.16,HomeSystems,"Smart TV 50"""
131.96,99,11.63,AudioMasters,Headphones Travel
64.75,102,3.85,AudioMasters,Headphones Pro
881.51,56,94.9,GadgetWorld,Wireless Earbuds Lite
609.21,85,50.49,GadgetWorld,Wireless Earbuds Air
266.13,75,8.68,AudioMasters,Headphones Studio
599.95,69,38.01,GadgetWorld,Wireless Earbuds Max
893.4,52,110.93,OfficePlus,Mouse Gaming
695.78,67,48.88,HomeSystems,"Smart TV 55"""
306.21,98,22.69,AudioMasters,Headphones Studio
764.01,54,78.28,ElectroTech,Smartphone X209
190.1,76,15.65,HomeSystems,"Smart TV 50"""
808.19,45,78.13,HomeSystems,"Smart TV 32"""
964.16,48,23.31,ElectroTech,Smartphone X206
703.46,64,65.91,OfficePlus,Mouse Compact
930.74,50,113.66,ElectroTech,Smartphone X203
54.98,109,6.78,AudioMasters,Headphones Studio
598.11,62,30.66,OfficePlus,Mouse Wireless
386.23,83,15.26,HomeSystems,"Smart TV 43"""
858.7,58,110.6,GadgetWorld,Wireless Earbuds Air
708.88,84,63.24,HomeSystems,"Smart TV 32"""
366.08,98,37.15,AudioMasters,Headphones Travel
927.7,57,90.1,OfficePlus,Mouse Gaming
449.03,75,59.0,HomeSystems,"Smart TV 43"""
382.38,82,28.44,AudioMasters,Headphones Travel
503.83,71,17.21,HomeSystems,"Smart TV 65"""
202.82,106,5.03,GadgetWorld,Wireless Earbuds Air
713.04,74,104.16,HomeSystems,"Smart TV 50"""
738.48,59,64.6,OfficePlus,Mouse Wireless
306.45,84,16.82,GadgetWorld,Wireless Earbuds Lite
342.25,93,18.79,AudioMasters,Headphones Studio
724.61,57,61.92,ElectroTech,Smartphone X202
893.59,71,133.65,OfficePlus,Mouse Ergo
237.11,97,4.77,AudioMasters,Headphones Travel
176.87,89,12.16,AudioMasters,Headphones Studio
226.77,97,8.96,AudioMasters,Headphones Pro
873.96,53,44.2,ElectroTech,Smartphone X201
163.35,101,9.86,AudioMasters,Headphones Pro
634.82,69,81.07,OfficePlus,Mouse Compact
831.99,62,23.38,HomeSystems,"Smart TV 43"""
221.19,96,8.97,AudioMasters,Headphones Pro
1085.89,46,75.65,ElectroTech,Smartphone X208
630.59,77,48.62,OfficePlus,Mouse Wireless
349.28,71,40.13,OfficePlus,Mouse Ergo
255.03,104,6.74,GadgetWorld,Wireless Earbuds Max
587.09,67,49.43,HomeSystems,"Smart TV 65"""
546.41,73,51.33,GadgetWorld,Wireless Earbuds Pro
576.94,70,36.99,HomeSystems,"Smart TV 65"""
748.28,60,36.67,HomeSystems,"Smart TV 55"""
634.55,76,16.44,GadgetWorld,Wireless Earbuds Air
228.76,86,25.67,HomeSystems,"Smart TV 43"""
766.94,75,42.35,GadgetWorld,Wireless Earbuds Max
994.25,55,56.65,GadgetWorld,Wireless Earbuds Air
752.57,74,52.99,ElectroTech,Smartphone X214
597.15,59,48.58,GadgetWorld,Wireless Earbuds Lite
694.94,67,17.28,HomeSystems,"Smart TV 65"""
932.59,45,34.0,ElectroTech,Smartphone X214
997.51,47,147.92,HomeSystems,"Smart TV 65"""
110.32,91,8.69,HomeSystems,"Smart TV 43"""
620.72,76,19.34,HomeSystems,"Smart TV 43"""
799.9,54,39.25,ElectroTech,Smartphone X202
164.18,106,24.51,GadgetWorld,Wireless Earbuds Pro
377.41,82,40.72,AudioMasters,Headphones Pro
94.38,94,6.39,AudioMasters,Headphones Travel
877.77,52,104.0,OfficePlus,Mouse Compact
550.61,81,55.88,HomeSystems,"Smart TV 50"""
129.54,87,4.08,HomeSystems,"Smart TV 50"""
673.57,67,62.38,HomeSystems,"Smart TV 32"""
372.94,83,24.52,HomeSystems,"Smart TV 50"""
690.59,63,71.13,ElectroTech,Smartphone X202
865.21,41,61.25,OfficePlus,Mouse Gaming
112.87,95,5.79,AudioMasters,Headphones Travel
512.72,70,32.91,HomeSystems,"Smart TV 50"""
319.29,81,32.26,AudioMasters,Headphones Studio
288.46,98,16.97,GadgetWorld,Wireless Earbuds Air
693.54,57,73.37,ElectroTech,Smartphone X210
209.97,93,6.93,AudioMasters,Headphones Travel
891.43,63,46.7,OfficePlus,Mouse Ergo
536.75,61,24.37,HomeSystems,"Smart TV 65"""
870.82,66,129.84,ElectroTech,Smartphone X205
434.09,108,47.74,OfficePlus,Mouse Ergo
727.0,68,96.17,ElectroTech,Smartphone X201
419.69,85,32.07,HomeSystems,"Smart TV 65"""
215.57,96,24.96,AudioMasters,Headphones Pro
911.99,45,53.76,ElectroTech,Smartphone X203
465.72,60,33.72,GadgetWorld,Wireless Earbuds Air
388.23,77,42.68,GadgetWorld,Wireless Earbuds Lite
666.62,77,80.53,HomeSystems,"Smart TV 65"""
394.17,72,19.77,AudioMasters,Headphones Elite
411.42,70,23.87,GadgetWorld,Wireless Earbuds Pro
748.73,55,59.97,ElectroTech,Smartphone X207
355.86,80,18.78,HomeSystems,"Smart TV 55"""
388.65,83,53.48,AudioMasters,Headphones Elite
679.35,65,83.52,HomeSystems,"Smart TV 32"""
369.68,82,25.5,OfficePlus,Mouse Wireless
372.0,88,30.21,HomeSystems,"Smart TV 32"""
678.07,70,63.77,HomeSystems,"Smart TV 50"""
174.96,70,25.64,AudioMasters,Headphones Elite
219.6,93,21.88,GadgetWorld,Wireless Earbuds Air
119.0,83,9.95,AudioMasters,Headphones Pro
722.34,54,96.93,ElectroTech,Smartphone X212
113.77,93,8.15,HomeSystems,"Smart TV 43"""
282.75,93,12.12,AudioMasters,Headphones Studio
48.99,105,1.84,OfficePlus,Mouse Gaming
675.29,69,35.19,HomeSystems,"Smart TV 32"""
396.62,79,8.57,AudioMasters,Headphones Travel
1065.97,56,34.7,ElectroTech,Smartphone X201
118.29,102,13.19,AudioMasters,Headphones Pro
316.72,83,33.4,HomeSystems,"Smart TV 55"""
459.05,67,23.81,ElectroTech,Smartphone X211
775.07,63,32.43,ElectroTech,Smartphone X208
488.14,82,73.0,HomeSystems,"Smart TV 43"""
272.56,92,33.32,AudioMasters,Headphones Elite
817.3,54,27.42,ElectroTech,Smartphone X201
289.9,94,16.3,OfficePlus,Mouse Wireless
961.97,41,41.44,ElectroTech,Smartphone X202
185.27,116,20.24,HomeSystems,"Smart TV 50"""
801.76,61,46.18,GadgetWorld,Wireless Earbuds Max
741.29,68,95.44,OfficePlus,Mouse Gaming
866.15,57,75.57,ElectroTech,Smartphone X205
747.41,63,98.14,OfficePlus,Mouse Gaming
131.31,97,10.21,AudioMasters,Headphones Studio
218.06,121,29.33,AudioMasters,Headphones Studio
398.08,95,12.62,AudioMasters,Headphones Pro
647.11,65,38.69,GadgetWorld,Wireless Earbuds Max
893.48,48,48.55,ElectroTech,Smartphone X207
809.47,67,72.77,HomeSystems,"Smart TV 32"""
782.11,64,44.51,ElectroTech,Smartphone X202
928.22,60,76.37,OfficePlus,Mouse Compact
88.95,79,4.95,AudioMasters,Headphones Travel
642.15,76,48.54,HomeSystems,"Smart TV 32"""
992.34,51,103.28,OfficePlus,Mouse Ergo
663.52,87,18.67,OfficePlus,Mouse Ergo
619.88,60,77.69,OfficePlus,Mouse Gaming
855.55,45,60.8,ElectroTech,Smartphone X200
371.92,78,34.72,AudioMasters,Headphones Pro
793.76,63,75.85,ElectroTech,Smartphone X206
336.04,90,25.64,GadgetWorld,Wireless Earbuds Air
478.03,87,46.43,HomeSystems,"Smart TV 43"""
708.04,60,73.78,ElectroTech,Smartphone X206
578.3,84,59.98,ElectroTech,Smartphone X208
91.17,99,2.39,OfficePlus,Mouse Ergo
940.71,64,28.55,ElectroTech,Smartphone X211
297.88,86,21.2,HomeSystems,"Smart TV 65"""
795.85,46,69.58,GadgetWorld,Wireless Earbuds Max
87.4,85,8.43,HomeSystems,"Smart TV 55"""
280.78,82,34.41,OfficePlus,Mouse Wireless
48.73,94,2.36,HomeSystems,"Smart TV 65"""
726.19,76,32.92,ElectroTech,Smartphone X201
775.82,76,61.43,ElectroTech,Smartphone X201
715.95,70,89.76,ElectroTech,Smartphone X208
834.99,58,44.62,GadgetWorld,Wireless Earbuds Air
741.55,51,32.86,GadgetWorld,Wireless Earbuds Lite
466.4,84,66.75,HomeSystems,"Smart TV 55"""
372.83,92,28.78,AudioMasters,Headphones Pro
65.74,111,2.98,GadgetWorld,Wireless Earbuds Lite
540.1,74,51.07,GadgetWorld,Wireless Earbuds Air
996.86,56,100.61,GadgetWorld,Wireless Earbuds Lite
112.94,92,16.58,OfficePlus,Mouse Wireless
776.32,67,45.8,GadgetWorld,Wireless Earbuds Max
999.1,43,49.32,ElectroTech,Smartphone X209
745.09,62,32.01,ElectroTech,Smartphone X204
304.5,83,12.93,HomeSystems,"Smart TV 43"""
845.69,55,73.09,ElectroTech,Smartphone X205
122.39,97,15.59,AudioMasters,Headphones Elite
368.36,78,40.6,AudioMasters,Headphones Elite
779.02,69,76.91,ElectroTech,Smartphone X206
963.63,57,62.78,ElectroTech,Smartphone X200
644.55,77,50.51,GadgetWorld,Wireless Earbuds Max
98.69,93,13.91,AudioMasters,Headphones Studio
381.76,73,53.2,AudioMasters,Headphones Travel
784.49,68,63.6,ElectroTech,Smartphone X211
75.06,100,8.82,GadgetWorld,Wireless Earbuds Pro
835.8,56,118.0,HomeSystems,"Smart TV 55"""
189.59,83,23.79,OfficePlus,Mouse Gaming
664.48,57,23.16,HomeSystems,"Smart TV 43"""
289.01,72,38.49,OfficePlus,Mouse Gaming
97.16,101,13.16,AudioMasters,Headphones Pro
933.5,52,69.77,GadgetWorld,Wireless Earbuds Pro
123.81,82,3.72,AudioMasters,Headphones Studio
552.49,78,30.8,GadgetWorld,Wireless Earbuds Pro
685.67,73,62.45,OfficePlus,Mouse Gaming
1067.27,53,88.73,ElectroTech,Smartphone X212
413.87,81,35.1,HomeSystems,"Smart TV 32"""
356.59,70,9.98,OfficePlus,Mouse Wireless
870.89,55,74.79,ElectroTech,Smartphone X202
775.9,63,93.9,OfficePlus,Mouse Wireless
659.04,69,45.47,OfficePlus,Mouse Wireless
592.56,78,30.96,OfficePlus,Mouse Wireless
599.51,63,74.19,GadgetWorld,Wireless Earbuds Pro
976.75,65,29.26,GadgetWorld,Wireless Earbuds Lite
655.86,75,89.02,GadgetWorld,Wireless Earbuds Pro
535.23,72,19.72,OfficePlus,Mouse Wireless
499.13,78,34.92,OfficePlus,Mouse Ergo
861.59,64,108.11,OfficePlus,Mouse Ergo
973.88,64,76.38,ElectroTech,Smartphone X213
327.56,88,30.38,OfficePlus,Mouse Ergo
528.66,74,74.69,HomeSystems,"Smart TV 43"""
382.81,76,28.99,HomeSystems,"Smart TV 43"""
481.01,76,10.87,HomeSystems,"Smart TV 43"""
338.38,79,10.39,OfficePlus,Mouse Wireless
308.96,91,31.63,GadgetWorld,Wireless Earbuds Lite
945.98,47,31.03,OfficePlus,Mouse Wireless
600.35,74,86.5,GadgetWorld,Wireless Earbuds Lite
171.18,87,3.55,GadgetWorld,Wireless Earbuds Lite
670.25,70,67.99,HomeSystems,"Smart TV 65"""
628.02,69,17.15,GadgetWorld,Wireless Earbuds Lite
723.77,76,59.02,GadgetWorld,Wireless Earbuds Pro
51.12,110,3.09,AudioMasters,Headphones Elite
678.41,61,60.45,ElectroTech,Smartphone X212
604.21,68,32.98,OfficePlus,Mouse Gaming
314.9,75,20.55,HomeSystems,"Smart TV 50"""
812.57,60,101.63,ElectroTech,Smartphone X209
745.04,62,49.23,GadgetWorld,Wireless Earbuds Lite
369.28,79,28.2,OfficePlus,Mouse Ergo
756.41,73,76.19,ElectroTech,Smartphone X213
127.88,86,11.52,AudioMasters,Headphones Travel
301.89,106,16.39,OfficePlus,Mouse Ergo
89.62,93,3.84,GadgetWorld,Wireless Earbuds Max
637.38,62,94.69,OfficePlus,Mouse Compact
161.82,87,9.31,AudioMasters,Headphones Studio
29.14,98,3.28,GadgetWorld,Wireless Earbuds Air
363.44,74,17.23,AudioMasters,Headphones Travel
367.59,74,32.18,OfficePlus,Mouse Wireless
918.05,45,114.06,GadgetWorld,Wireless Earbuds Air
792.97,65,46.47,ElectroTech,Smartphone X207
354.01,90,33.24,OfficePlus,Mouse Compact
594.78,66,45.39,ElectroTech,Smartphone X203
783.41,55,46.03,HomeSystems,"Smart TV 65"""
779.62,68,70.36,HomeSystems,"Smart TV 32"""
276.72,68,19.91,GadgetWorld,Wireless Earbuds Lite
499.25,70,35.86,OfficePlus,Mouse Gaming
653.75,80,83.02,OfficePlus,Mouse Compact
158.58,96,5.58,OfficePlus,Mouse Wireless
104.72,86,12.21,OfficePlus,Mouse Compact
554.66,77,73.26,GadgetWorld,Wireless Earbuds Pro
389.5,80,50.95,HomeSystems,"Smart TV 65"""
248.68,105,7.53,AudioMasters,Headphones Elite
541.27,75,27.24,ElectroTech,Smartphone X208
930.08,65,58.61,OfficePlus,Mouse Compact
252.78,71,16.83,AudioMasters,Headphones Pro
511.26,68,50.38,GadgetWorld,Wireless Earbuds Pro
837.58,74,122.84,ElectroTech,Smartphone X201
949.35,44,112.91,OfficePlus,Mouse Wireless
783.18,54,79.98,HomeSystems,"Smart TV 43"""
825.4,84,101.72,GadgetWorld,Wireless Earbuds Lite
548.7,71,65.53,GadgetWorld,Wireless Earbuds Lite
625.95,57,47.99,OfficePlus,Mouse Compact
51.46,92,2.35,OfficePlus,Mouse Compact
448.41,67,33.0,GadgetWorld,Wireless Earbuds Air
820.15,47,39.71,ElectroTech,Smartphone X208
91.46,96,6.37,GadgetWorld,Wireless Earbuds Pro
390.73,73,51.29,AudioMasters,Headphones Travel
826.18,57,55.41,GadgetWorld,Wireless Earbuds Max
576.98,63,19.24,GadgetWorld,Wireless Earbuds Max
64.7,115,5.5,GadgetWorld,Wireless Earbuds Max
232.45,83,16.01,HomeSystems,"Smart TV 43"""
743.41,63,72.45,ElectroTech,Smartphone X201
715.04,50,63.01,HomeSystems,"Smart TV 50"""
189.01,71,21.62,GadgetWorld,Wireless Earbuds Pro
60.52,109,7.07,GadgetWorld,Wireless Earbuds Max
978.31,48,103.6,HomeSystems,"Smart TV 50"""
375.5,96,42.35,OfficePlus,Mouse Wireless
178.22,81,23.7,AudioMasters,Headphones Elite
64.03,107,9.13,AudioMasters,Headphones Elite
964.46,48,113.17,ElectroTech,Smartphone X203
1082.16,53,64.05,ElectroTech,Smartphone X207
758.36,58,69.48,ElectroTech,Smartphone X200
248.81,103,24.6,HomeSystems,"Smart TV 55"""
160.98,93,20.74,AudioMasters,Headphones Elite
453.77,76,30.25,OfficePlus,Mouse Gaming
779.49,64,107.19,OfficePlus,Mouse Ergo
774.26,64,64.41,OfficePlus,Mouse Ergo
966.41,58,68.7,ElectroTech,Smartphone X204
153.29,98,12.19,HomeSystems,"Smart TV 55"""
401.87,64,52.11,HomeSystems,"Smart TV 32"""
329.83,84,27.71,OfficePlus,Mouse Ergo
506.31,81,58.15,OfficePlus,Mouse Gaming
681.7,62,70.08,GadgetWorld,Wireless Earbuds Lite
214.99,98,26.15,HomeSystems,"Smart TV 55"""
